Node.ID,sp.ID,stageID,Stage,Sp.stage,Name.Sp.stage,Presence.code,Type,Organismal.Group,Working.Group,WorkingName,Phylum,Class,Order,Family,Genus,Specific.epithet,Sp.name,Resolution,Habitat_Site,Consumer.Strategy,Consumer.Type,Mobility,Life.Cycle,Confidence.in.Node,Justification.Code,thermal.province,Localities,Ref.ID,Northern.Eastern.Pacific.Range.Limit,Southern.Eastern.PacificRange.Limit,Additional.Localities,Synonomy,Fishbase.OR.WoRMS.SearchTerms,biosis.diet.search.terms,NHM.Search.Terms,Google.Scholar.PS.Search.Terms,biosis.SearchTerms,BIOSIS.PS.records,NHM.records,FishPest,Biosis.host.only.terms,Biosis.host.only.records,NHM.host.count
612,546,1,adult,546.1,Caulobothrium.opisthorchis.546.1,L,symbiont,Cestoda,Cestoda,tetraphyllid,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllideaincertaesedis,Caulobothrium,opisthorchis,Caulobothrium.opisthorchis,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,2,3,unknown,"Central California, CA, USA; Pacific Coast",144; 586; 665,,,,none,,,,,,NA,NA,NA,NA,NA,NA
613,546,4,plerocercoid,546.4,Caulobothrium.opisthorchis.546.4,L,symbiont,Cestoda,Cestoda,tetraphyllid,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllideaincertaesedis,Caulobothrium,opisthorchis,Caulobothrium.opisthorchis,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,none,,,,,,NA,NA,NA,NA,NA,NA
614,547,1,adult,547.1,Caulobothrium.tetrascaphium.547.1,L,symbiont,Cestoda,Cestoda,tetraphyllid,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllideaincertaesedis,Caulobothrium,tetrascaphium,Caulobothrium.tetrascaphium,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,3,3,unknown,"Central California, CA",586,,,,none,,,,,,NA,NA,NA,NA,NA,NA
616,549,1,adult,549.1,Diphyllobothrium.sp..549.1,L,symbiont,Cestoda,cestoda,diphyllobothrid,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Diphyllobothrium,sp.,Diphyllobothrium.sp.,genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,1,3,3,unknown,"Marine (no area specified); Black Sea; Texas Gulf Coast, TX, USA; Western Mediterranean; Japan; CA, USA; AK, USA; Sausalito, CA, USA",821; 489; 81; 820; 185; 919; 618; 387; 324; 539,,,,na,,,,,,NA,NA,NA,NA,NA,125
618,550,1,adult,550.1,Diphyllobothrium.tetrapterum.550.1,E,symbiont,Cestoda,Cestoda,diphyllobothrid,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Diphyllobothrium,tetrapterum,Diphyllobothrium.tetrapterum,species,Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,1,3,3,,"Marine (no area specified); Alaska; Monterey, CA, USA",489,,,,"Bothriocephalus tetrapterus von Siebold, 1848Diplogonoporus tetrapterus (von Siebold, 1848) Ariola, 1896 ",,,,,,NA,,,,,
619,551,1,adult,551.1,Dollfusiella.litocephala.551.1,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Dollfusiella,litocephala,Dollfusiella.litocephala,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,2,3; 12,unknown,"Bahia de San Quintin, Mexico; Southern California, CA, USA",380; 665,,,,"Eutetrarhynchus litocephalus Heinz & Dailey, 1974",,,,,,NA,NA,NA,NA,NA,NA
620,552,1,adult,552.1,Dollfusiella.macrotrachela.552.1,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Dollfusiella,macrotrachela,Dollfusiella.macrotrachela,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,3,3,unknown,"Mission Bay, San Diego, CA, USA",380,,,,"Eutetrarhynchus macrotrachelus Heinz & Dailey, 1974",,,,,,NA,NA,NA,NA,NA,NA
621,551,4,plerocercoid,551.4,Dollfusiella.litocephala.551.4,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Dollfusiella,litocephala,Dollfusiella.litocephala,genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Carpinteria, CA, USA",204; 418,,,,"Eutetrarhynchus litocephalus Heinz & Dailey, 1974",,,,,,NA,NA,NA,NA,NA,NA
622,554,1,adult,554.1,Echeneibothrium.myliobatidis.554.1,L,symbiont,Cestoda,Cestoda,raytapeworm,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Echeneibothrium,myliobatidis,Echeneibothrium.myliobatidis,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Long Beach Harbor, CA, USA; Pacific Coast, USA",212; 586; 143,,,,"Discobothrium myliobatidis Dailey & Mudry, 1968",,,,,,NA,NA,NA,NA,NA,NA
629,561,1,adult,561.1,Gastrolecithus.planus.561.1,L,symbiont,Cestoda,Cestoda,tetraphyllid,Platyhelminthes,Cestoda,Tetraphyllidea,Gastrolecithidae,Gastrolecithus,planus,Gastrolecithus.planus,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,4,3,unknown,"Northern California, CA, USA",586,,,,"none, but Gastrolecithus synonomized with Dinobothrium",,,,,,NA,NA,NA,NA,NA,1
630,562,1,adult,562.1,Grillotia.sp..562.1,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Grillotia,sp.,Grillotia.sp.,genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,2,3,unknown,"Marine (no area specified); Monterey Bay, CA, USA; San Luis Obispo, CA, USA; San Pedro, CA, USA; Baja California, Mexico; Catalina Island, CA, USA",65; 72; 380,,,,"G erinaceus, G smarisgora, and G carvajalregorum",,,,,,NA,NA,NA,NA,NA,43
631,562,3,procercoid,562.3,Grillotia.sp..562.3,I,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Grillotia,sp.,Grillotia.sp.,genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,3,3; 12,unknown,Black Sea; Marine,536; 133,,,,G erinaceus,,,,,,NA,NA,NA,NA,NA,43
632,562,4,metacestode,562.4,Grillotia.sp..562.4,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Grillotia,sp.,Grillotia.sp.,genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,2,3,unknown,"Southern California, CA, USA; Central California, CA, USA; WA, USA; San Francisco, CA, USA; NE Pacific",462; 372; 65; 72; 586,,,,"G erinaceus, G smarisgora, and G carvajalregorum; also Tentacularia",,,,,,NA,NA,NA,NA,NA,43
633,563,1,adult,563.1,Lacistorhynchus.dollfusi.563.1,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Lacistorhynchus,dollfusi,Lacistorhynchus.dollfusi,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,2,3; 7,unknown,"NW Atlantic; Chile; Humboldt Bay, CA, USA; Seal Beach, CA, USA",870; 158; 766; 380; 65,,,,Rhynchobothrium heterospine (for L tenuis); L tenuis in older records,,,,,,NA,NA,NA,NA,NA,9
634,563,3,adult,563.3,Lacistorhynchus.dollfusi.563.3,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Lacistorhynchus,dollfusi,Lacistorhynchus.dollfusi,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,4,3; 12,unknown,Marine (no area specified),133; 65,,,,Rhynchobothrium heterospine (for L tenuis); L tenuis in older records,,,,,,NA,NA,NA,NA,NA,9
635,563,4,metacestode,563.4,Lacistorhynchus.dollfusi.563.4,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Lacistorhynchus,dollfusi,Lacistorhynchus.dollfusi,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,2,3; 7,unknown,"CA, USA; Northern Pacific; Marine;  Southern California, CA, USA; Central California, CA, USA",71; 1051; 36,,,,Rhynchobothrium heterospine (for L tenuis); L tenuis in older records,,,,,,NA,NA,NA,NA,NA,9
639,565,1,adult,565.1,Mecistobothrium.myliobati.565.1,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Mecistobothrium,myliobati,Mecistobothrium.myliobati,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Mission Bay, San Diego, CA, USA",65; 380; 586,,,,none,,,,,,NA,NA,NA,NA,NA,2
641,567,1,adult,567.1,Nybelinia.spA.(anthicosum).567.1,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Tentaculariidae,Nybelinia,spA.(anthicosum),Nybelinia.spA.(anthicosum),species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,3,unknown,"Seal Beach, CA, USA; Baja California, Mexico; Humboldt, CA, USA",586; 380; 65,,,,none for anthicosum,,,,,,NA,NA,NA,NA,NA,NA
642,567,4,metacestode,567.4,Nybelinia.spA.(anthicosum).567.4,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Tentaculariidae,Nybelinia,spA.(anthicosum),Nybelinia.spA.(anthicosum),species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1; 3,unknown,"Santa Barbara, CA, USA; British Columbia, Canada",204; 764; 65,,,,none for anthicosum,,,,,,NA,NA,NA,NA,NA,NA
645,569,1,adult,569.1,Orygmatobothrium.musteli.569.1,L,symbiont,Cestoda,Cestoda,phyllobothrid,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Orygmatobothrium,musteli,Orygmatobothrium.musteli,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Mexico; CA, USA",838; 143; 665; 586,,,,"Crossobothrium angustum (Linton, 1889)
Orygmatobothrium angustum Linton, 1889
Orygmatobothrium plicatum Yamaguti, 1934
Orygmatobothrium velamentum Yoshida, 1917
Orygmatobothrium versatile (Diesing, 1854) Diesing, 1863
Orygmatobothrium zschokkei Woodland, 1927
Phyllobothrium angustum (Linton, 1889) Euzet, 1952
Phyllobothrium musteli (Van Beneden, 1849) Southwell, 1925
Scyphophyllidium angustum (Linton, 1889) Riser, 1955",,,,,,NA,NA,NA,NA,NA,4
647,571,1,adult,571.1,Parabothriocephalus.sagitticeps.571.1,L,symbiont,Cestoda,Cestoda,fishtapeworm,Platyhelminthes,Cestoda,Bothriocephalidea,Echinophallidae,Parabothriocephalus,sagitticeps,Parabothriocephalus.sagitticeps,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Central California, CA, USA; Southern California, CA, USA",462; 463,,,,"Dibothrium sagitticeps Sleggs, 1927 ",,,,,,NA,NA,NA,NA,NA,1
648,572,1,adult,572.1,Parachristianella.monomegacantha.572.1,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Parachristianella,monomegacantha,Parachristianella.monomegacantha,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Seal Beach, CA, USA",380; 65,,,,none,,,,,,NA,NA,NA,NA,NA,16
650,573,1,adult,573.1,Paraorygmatobothrium.barberi.573.1,L,symbiont,Cestoda,Cestoda,phyllobothrid,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Paraorygmatobothrium,barberi,Paraorygmatobothrium.barberi,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Pacific Coast; Hermosa Beach, CA, USA",574; 862,,,,none,,,,,,NA,NA,NA,NA,NA,1
654,577,1,adult,577.1,Phyllobothrium.riseri.577.1,L,symbiont,Cestoda,Cestoda,phyllobothrid,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Phyllobothrium,riseri,Phyllobothrium.riseri,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,2,3,unknown,"Southern California, CA, USA; Central American/Mexian Pacific coast",863; 574,,,,none,,,,,,NA,NA,NA,NA,NA,1
658,580,1,adult,580.1,Prochristianella.fragilis.580.1,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Prochristianella,fragilis,Prochristianella.fragilis,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Mission Bay, San Diego, CA, USA",380; 65,,,,none,,,,,,NA,NA,NA,NA,NA,1
659,581,1,adult,581.1,Prochristianella.minima.581.1,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Prochristianella,minima,Prochristianella.minima,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Alamitos Bay, Seal Beach, CA, USA",380; 65,,,,none,,,,,,NA,NA,NA,NA,NA,2
662,584,1,adult,584.1,Rhinebothrium.flexile.584.1,L,symbiont,Cestoda,Cestoda,Rhinebothriidea,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhinebothrium,flexile,Rhinebothrium.flexile,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,3,3,unknown,"Southern California, CA, USA",586,,,,"Echeneibothrium flexile (Linton, 1890)",,,,,,NA,NA,NA,NA,NA,3
663,585,1,adult,585.1,Rhodobothrium.brachyascum.585.1,L,symbiont,Cestoda,Cestoda,Rhinebothriidea,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhodobothrium,brachyascum,Rhodobothrium.brachyascum,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,3,3,unknown,"Central California, CA; CA, USA",586; 521,,,,"Inermiphyllidium brachyascum Riser, 1955",,,,,,NA,NA,NA,NA,NA,NA
667,588,1,adult,588.1,Tetrabothrius.sp..588.1,L,symbiont,Cestoda,Cestoda,Tetrabothriidea,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,Tetrabothrius,sp.,Tetrabothrius.sp.,genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,3,3,unknown,"San Francisco Bay, CA, USA",368; 247; 252; 295; 940; 941; 942; 943,Cosmopolitan,Cosmopolitan,,,,,,,,NA,NA,NA,NA,NA,22
670,590,4,metacestode,590.4,Rhinebothriideametacestode.sp.A.590.4,L,symbiont,Cestoda,Cestoda,tetraphyllid,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidea,Rhinebothriideametacestode,sp.A,Rhinebothriideametacestode.sp.A,Family,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
672,592,4,metacestode,592.4,Trypanorhynchmetacestode.sp.B.592.4,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Unk.Trypanorhyncha,Trypanorhynchmetacestode,sp.B,Trypanorhynchmetacestode.sp.B,Order,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
673,593,4,metacestode,593.4,Trypanorhynchmetacestode.sp.C.593.4,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Unk.Trypanorhyncha,Trypanorhynchmetacestode,sp.C,Trypanorhynchmetacestode.sp.C,Order,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
674,594,4,metacestode,594.4,Trypanorhynchmetacestode.sp.D.594.4,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Unk.Trypanorhyncha,Trypanorhynchmetacestode,sp.D,Trypanorhynchmetacestode.sp.D,Order,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
677,597,4,metacestode,597.4,Trypanorhynchmetacestode.sp.G.597.4,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Unk.Trypanorhyncha,Trypanorhynchmetacestode,sp.G,Trypanorhynchmetacestode.sp.G,Order,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
680,600,1,adult,600.1,CES.SBC2.CES.SBC2.600.1,L,symbiont,Cestoda,Cestoda,UnkCestode,Platyhelminthes,Cestoda,UnkCestode,UnkCestode,CES.SBC2,CES.SBC2,CES.SBC2.CES.SBC2,Morphospecies,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
684,604,4,metacestode,604.4,CMET.RIV1.CMET.RIV1.604.4,L,symbiont,Cestoda,Cestoda,UnkCestode,Platyhelminthes,Cestoda,UnkCestode,UnkCestode,CMET.RIV1,CMET.RIV1,CMET.RIV1.CMET.RIV1,Morphospecies,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
686,606,4,metacestode,606.4,Tetraphyllidunk..unk..606.4,L,symbiont,Cestoda,Cestoda,tetraphyllid,Platyhelminthes,Cestoda,Tetraphyllidea,tetraphyllid,Tetraphyllidunk.,unk.,Tetraphyllidunk..unk.,Order,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
687,607,1,adult,607.1,TRP.SBC1.TRP.SBC1.607.1,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Unk.Trypanorhyncha,TRP.SBC1,TRP.SBC1,TRP.SBC1.TRP.SBC1,Morphospecies,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
691,611,4,metacestode,611.4,Trypanorhynchunk.unk..611.4,L,symbiont,Cestoda,Cestoda,Unkmetacestode,Platyhelminthes,Cestoda,Trypanorhyncha,Unk.Trypanorhyncha,Trypanorhynchunk,unk.,Trypanorhynchunk.unk.,Order,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
696,616,1,adult,616.1,Acanthotrema.hancocki.616.1,L,symbiont,Digenea,Digenea,Digenea,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Acanthotrema,hancocki,Acanthotrema.hancocki,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Brazil; Puerto Rico; TX, USA; FL, USA; Ukraine",1051; 248; 716; 508; 295; 943,,,,"Parastictodora hancocki Martin, 1950 (synonym)
Stictodora hancocki Martin, 1950",,,,,,NA,NA,NA,NA,NA,1
698,618,1,adult,618.1,Aponurus.pyriformis.618.1,L,symbiont,Digenea,Digenea,Digenea,Platyhelminthes,Trematoda,Plagiorchiida,Lecithasteridae,Aponurus,pyriformis,Aponurus.pyriformis,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"La Jolla, CA, USA; Pacific Coast",606; 340,,,,"Aponurus symmetrorchis Siddiqi & Cable, 1960 (synonym)
Brachadena pyriformis Linton, 1910 (Superseded combination)
Lecithophyllum pyriforme (Linton, 1910) (Superseded combination)
Leurodera inaequalis Travassos, Teixeira de Freitas & Burnheim, 1966 (Synonym)
Leurodera ocyri Travassos, Teixeira de Freitas & Burnheim, 1965 ",,,,,,NA,NA,NA,NA,NA,17
700,620,1,adult,620.1,Apophallus.zalophi.620.1,L,symbiont,Digenea,Digenea,Digenea,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Apophallus,zalophi,Apophallus.zalophi,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Washington DC, USA; NE Pacific; CA, USA; Sausalito, CA, USA",324; 387; 618; 208; 44; 539,,,,none,,,,,,NA,NA,NA,NA,NA,NA
701,621,1,adult,621.1,Aporocotyle.macfarlani.621.1,L,symbiont,Digenea,Digenea,Digenea,Platyhelminthes,Trematoda,Diplostomida,Aporocotylidae,Aporocotyle,macfarlani,Aporocotyle.macfarlani,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,2,3,unknown,"Diablo Cove, CA, USA; Northern Pacific; Pacific Coast, USA",414; 924; 585; 583,,,,none,,,,,,NA,NA,NA,NA,NA,10
704,623,1,adult,623.1,Austrobilharzia.sp..623.1,L,symbiont,Digenea,Digenea,Digenea,Platyhelminthes,Trematoda,Diplostomida,Schistosomatidae,Austrobilharzia,sp.,Austrobilharzia.sp.,Genus,Internal.Host,Endoparasite,Parasite,Host-dependent,1,3,3,unknown,"San Francisco Bay, CA, USA; British Columbia, Canada; Australia",943; 96; 247; 56,,,,"For A variglandis: Cercaria variglandis, Microbilharzia variglandis; for A. terrigalensis, none",,,,,,NA,NA,NA,NA,NA,5
705,624,1,adult,624.1,Bianium.plicitum.624.1,L,symbiont,Digenea,Digenea,Digenea,Platyhelminthes,Trematoda,Plagiorchiida,Lepocreadiidae,Bianium,plicitum,Bianium.plicitum,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,1,1; 3,both,"Santa Cruz Island, CA, USA; Baja California, Mexico",204; 571; 847,,,,"Amarocotyle simonei Travassos, Teixeira de Freitas & Buhrnheim, 1965 (synonym)
Bianium adplicatum Manter, 1940 (synonym)
Bianium concavum Stunkard, 1930 (synonym)
Bianium dayawanense Shen & Tong, 1990 (synonym)
Bianium madrasi Gupta, 1968 (synonym)
Bianium simonei (Travassos, Freitas & Buhrnheim, 1965) (synonym)
Diploproctodaeum plicitum (Linton, 1928) Sogandares-Bernal & Hutton, 1958 (synonym)
Psilostomum plicitum Linton, 1928 ",,,,,,NA,NA,NA,NA,NA,32
706,625,1,adult,625.1,Brachycladium.sp..625.1,L,symbiont,Digenea,Digenea,Digenea,Platyhelminthes,Trematoda,Plagiorchiida,Brachycladiidae,Brachycladium,sp.,Brachycladium.sp.,Genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,4,3,unknown,Marine (no area specified); Gulf of Mexico; Western Mediterranean,821; 820; 742,,,,"B palliatum and pacificum known from Pacific Ocean (in other hosts); Zalophotrema pacificum Dailey & Perrin, 1973 ; Campula palliata (Looss, 1885) Looss, 1899 (Superseded combination)
Cladocoelium palliatum (Looss, 1885) (Superseded combination)
Distomum palliatum Looss, 1885 (Superseded combination)
Lecithodesmus palliatus (Looss, 1885) Yamaguti, 1958 ",,,,,,NA,NA,NA,NA,NA,NA
707,626,1,adult,626.1,Braunina.cordiformis.626.1,L,symbiont,Digenea,Digenea,Digenea,Platyhelminthes,Trematoda,Diplostomida,Brauninidae,Braunina,cordiformis,Braunina.cordiformis,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,4,3,unknown,"Patagonia, SW Atlantic; CA, USA; Atlantic Ocean; Northern Pacific; Peru; Gulf of Mexico; Brazil; Black Sea",856; 618; 714; 821; 957; 447; 878; 81,Cosmopolitan,Cosmopolitan,,,,,,,,NA,NA,NA,NA,NA,11
714,632,1,adult,632.1,Campula.oblonga.632.1,L,symbiont,Digenea,Digenea,Digenea,Platyhelminthes,Trematoda,Plagiorchiida,Brachycladiidae,Campula,oblonga,Campula.oblonga,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,4,3,unknown,"Marine (no area specified); Gulf of Mexico, Mexico; Atlantic Ocean; CA, USA",821; 214,,,,"Brachycladium oblongum (Braun, 1900) Looss, 1902 ",,,,,,NA,NA,NA,NA,NA,9
715,633,1,adult,633.1,Cardicola.nonamo.633.1,L,symbiont,Digenea,Digenea,Digenea,Platyhelminthes,Trematoda,Diplostomida,Aporocotylidae,Cardicola,nonamo,Cardicola.nonamo,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,1,3,unknown,"Monterey Bay, CA, USA; Naples Reef, Santa Barbara Channel, Santa Barbara, CA, USA; La Jolla, CA, USA",122; 502,,,,none,,,,,,NA,NA,NA,NA,NA,NA
